,cluster_id,1,2,3,4,5,6,7,8,9,10
0,5,177,264,41,7,1,4,0,0,0,0
1,1,710,6,1,0,0,0,0,0,0,0
2,4,99,128,125,118,50,14,8,1,0,0
3,3,148,0,0,0,0,0,0,0,0,0
4,2,26,0,0,0,0,0,0,0,0,0
